"Time stamp","EGADE Campus Santa Fe  - Total  (kW)"
"2018-09-22 19:15","84.14"
"2018-09-22 19:30","84.96"
"2018-09-22 19:45","80.62"
"2018-09-22 20:00","69.06"
"2018-09-22 20:15","64.44"
"2018-09-22 20:30","63.25"
"2018-09-22 20:45","63.32"
"2018-09-22 21:00","64.78"
"2018-09-22 21:15","56.12"
"2018-09-22 21:30","55.76"
"2018-09-22 21:45","55.26"
"2018-09-22 22:00","52.05"
"2018-09-22 22:15","53.75"
"2018-09-22 22:30","55.19"
"2018-09-22 22:45","55.41"
"2018-09-22 23:00","52.76"
"2018-09-22 23:15","59.68"
"2018-09-22 23:30","55.52"
"2018-09-22 23:45","52.8"
"2018-09-23 00:00","51.28"
"2018-09-23 00:15","55.59"
"2018-09-23 00:30","52.99"
"2018-09-23 00:45","50.28"
"2018-09-23 01:00","53.66"
"2018-09-23 01:15","55.25"
"2018-09-23 01:30","55.95"
"2018-09-23 01:45","51.78"
"2018-09-23 02:00","57.12"
"2018-09-23 02:15","54.48"
"2018-09-23 02:30","52.7"
"2018-09-23 02:45","51.07"
"2018-09-23 03:00","54.2"
"2018-09-23 03:15","53.74"
"2018-09-23 03:30","52.39"
"2018-09-23 03:45","54.83"
"2018-09-23 04:00","52.0"
"2018-09-23 04:15","55.64"
"2018-09-23 04:30","54.11"
"2018-09-23 04:45","54.62"
"2018-09-23 05:00","55.15"
"2018-09-23 05:15","55.83"
"2018-09-23 05:30","55.63"
"2018-09-23 05:45","56.45"
"2018-09-23 06:00","53.71"
"2018-09-23 06:15","58.42"
"2018-09-23 06:30","63.41"
"2018-09-23 06:45","66.87"
"2018-09-23 07:00","93.98"
"2018-09-23 07:15","89.99"
"2018-09-23 07:30","89.27"
"2018-09-23 07:45","89.71"
"2018-09-23 08:00","89.47"
"2018-09-23 08:15","87.86"
"2018-09-23 08:30","91.2"
"2018-09-23 08:45","89.5"
"2018-09-23 09:00","94.1"
"2018-09-23 09:15","92.25"
"2018-09-23 09:30","90.27"
"2018-09-23 09:45","65.02"
"2018-09-23 10:00","61.43"
"2018-09-23 10:15","53.49"
"2018-09-23 10:30","61.39"
"2018-09-23 10:45","55.3"
"2018-09-23 11:00","57.78"
"2018-09-23 11:15","66.9"
"2018-09-23 11:30","60.79"
"2018-09-23 11:45","64.88"
"2018-09-23 12:00","58.77"
"2018-09-23 12:15","62.59"
"2018-09-23 12:30","60.1"
"2018-09-23 12:45","62.77"
"2018-09-23 13:00","61.48"
"2018-09-23 13:15","58.8"
"2018-09-23 13:30","63.46"
"2018-09-23 13:45","60.39"
"2018-09-23 14:00","55.81"
"2018-09-23 14:15","58.11"
"2018-09-23 14:30","62.91"
"2018-09-23 14:45","58.87"
"2018-09-23 15:00","59.24"
"2018-09-23 15:15","62.41"
"2018-09-23 15:30","58.22"
"2018-09-23 15:45","57.93"
"2018-09-23 16:00","58.75"
"2018-09-23 16:15","68.7"
"2018-09-23 16:30","57.39"
"2018-09-23 16:45","62.78"
"2018-09-23 17:00","56.62"
"2018-09-23 17:15","56.16"
"2018-09-23 17:30","59.33"
"2018-09-23 17:45","55.45"
"2018-09-23 18:00","57.65"
"2018-09-23 18:15","56.08"
"2018-09-23 18:30","58.69"
"2018-09-23 18:45","55.99"
"2018-09-23 19:00","57.3"
"2018-09-23 19:15","57.5"
"2018-09-23 19:30","56.62"
"2018-09-23 19:45","57.58"
"2018-09-23 20:00","58.3"
"2018-09-23 20:15","58.38"
"2018-09-23 20:30","54.98"
"2018-09-23 20:45","57.3"
"2018-09-23 21:00","62.22"
"2018-09-23 21:15","59.95"
"2018-09-23 21:30","55.61"
"2018-09-23 21:45","57.84"
"2018-09-23 22:00","58.32"
"2018-09-23 22:15","58.17"
"2018-09-23 22:30","54.26"
"2018-09-23 22:45","55.6"
"2018-09-23 23:00","56.16"
"2018-09-23 23:15","56.94"
"2018-09-23 23:30","56.59"
"2018-09-23 23:45","55.93"
"2018-09-24 00:00","54.96"
"2018-09-24 00:15","55.05"
"2018-09-24 00:30","55.26"
"2018-09-24 00:45","55.25"
"2018-09-24 01:00","53.79"
"2018-09-24 01:15","53.23"
"2018-09-24 01:30","55.13"
"2018-09-24 01:45","55.77"
"2018-09-24 02:00","54.19"
"2018-09-24 02:15","53.47"
"2018-09-24 02:30","54.13"
"2018-09-24 02:45","54.39"
"2018-09-24 03:00","55.85"
"2018-09-24 03:15","54.86"
"2018-09-24 03:30","54.81"
"2018-09-24 03:45","53.37"
"2018-09-24 04:00","53.41"
"2018-09-24 04:15","53.56"
"2018-09-24 04:30","53.97"
"2018-09-24 04:45","89.24"
"2018-09-24 05:00","119.51"
"2018-09-24 05:15","122.39"
"2018-09-24 05:30","125.67"
"2018-09-24 05:45","125.53"
"2018-09-24 06:00","128.16"
"2018-09-24 06:15","132.77"
"2018-09-24 06:30","140.88"
"2018-09-24 06:45","145.43"
"2018-09-24 07:00","150.39"
"2018-09-24 07:15","154.7"
"2018-09-24 07:30","155.25"
"2018-09-24 07:45","154.51"
"2018-09-24 08:00","155.17"
"2018-09-24 08:15","163.13"
"2018-09-24 08:30","167.38"
"2018-09-24 08:45","170.9"
"2018-09-24 09:00","174.09"
"2018-09-24 09:15","175.86"
"2018-09-24 09:30","179.66"
"2018-09-24 09:45","178.79"
"2018-09-24 10:00","175.57"
"2018-09-24 10:15","178.2"
"2018-09-24 10:30","180.85"
"2018-09-24 10:45","183.29"
"2018-09-24 11:00","179.02"
"2018-09-24 11:15","182.65"
"2018-09-24 11:30","183.29"
"2018-09-24 11:45","184.96"
"2018-09-24 12:00","186.0"
"2018-09-24 12:15","191.47"
"2018-09-24 12:30","197.77"
"2018-09-24 12:45","189.27"
"2018-09-24 13:00","187.34"
"2018-09-24 13:15","183.23"
"2018-09-24 13:30","189.82"
"2018-09-24 13:45","192.81"
"2018-09-24 14:00","187.33"
"2018-09-24 14:15","189.33"
"2018-09-24 14:30","185.26"
"2018-09-24 14:45","186.58"
"2018-09-24 15:00","182.51"
"2018-09-24 15:15","168.29"
"2018-09-24 15:30","172.86"
"2018-09-24 15:45","169.89"
"2018-09-24 16:00","168.29"
"2018-09-24 16:15","165.55"
"2018-09-24 16:30","167.48"
"2018-09-24 16:45","162.51"
"2018-09-24 17:00","159.43"
"2018-09-24 17:15","159.52"
"2018-09-24 17:30","160.19"
"2018-09-24 17:45","157.06"
"2018-09-24 18:00","160.77"
"2018-09-24 18:15","162.2"
"2018-09-24 18:30","164.35"
"2018-09-24 18:45","160.67"
"2018-09-24 19:00","157.81"
"2018-09-24 19:15","154.12"
"2018-09-24 19:30","154.21"
"2018-09-24 19:45","155.72"
"2018-09-24 20:00","154.56"
"2018-09-24 20:15","148.15"
"2018-09-24 20:30","148.72"
"2018-09-24 20:45","146.89"
"2018-09-24 21:00","142.02"
"2018-09-24 21:15","141.81"
"2018-09-24 21:30","143.65"
"2018-09-24 21:45","130.76"
"2018-09-24 22:00","103.28"
"2018-09-24 22:15","89.2"
"2018-09-24 22:30","75.95"
"2018-09-24 22:45","62.79"
"2018-09-24 23:00","61.45"
"2018-09-24 23:15","57.48"
"2018-09-24 23:30","59.61"
"2018-09-24 23:45","54.37"
"2018-09-25 00:00","61.18"
"2018-09-25 00:15","57.55"
"2018-09-25 00:30","56.51"
"2018-09-25 00:45","52.62"
"2018-09-25 01:00","58.29"
"2018-09-25 01:15","57.71"
"2018-09-25 01:30","56.45"
"2018-09-25 01:45","55.71"
"2018-09-25 02:00","55.81"
"2018-09-25 02:15","55.89"
"2018-09-25 02:30","54.02"
"2018-09-25 02:45","55.41"
"2018-09-25 03:00","53.67"
"2018-09-25 03:15","53.74"
"2018-09-25 03:30","52.37"
"2018-09-25 03:45","55.51"
"2018-09-25 04:00","55.26"
"2018-09-25 04:15","54.82"
"2018-09-25 04:30","55.2"
"2018-09-25 04:45","53.69"
"2018-09-25 05:00","78.81"
"2018-09-25 05:15","118.17"
"2018-09-25 05:30","123.65"
"2018-09-25 05:45","123.73"
"2018-09-25 06:00","125.88"
"2018-09-25 06:15","134.03"
"2018-09-25 06:30","143.44"
"2018-09-25 06:45","151.78"
"2018-09-25 07:00","154.75"
"2018-09-25 07:15","149.29"
"2018-09-25 07:30","146.29"
"2018-09-25 07:45","147.82"
"2018-09-25 08:00","151.34"
"2018-09-25 08:15","152.77"
"2018-09-25 08:30","159.01"
"2018-09-25 08:45","155.43"
"2018-09-25 09:00","162.75"
"2018-09-25 09:15","163.23"
"2018-09-25 09:30","167.22"
"2018-09-25 09:45","167.59"
"2018-09-25 10:00","175.54"
"2018-09-25 10:15","167.59"
"2018-09-25 10:30","173.55"
"2018-09-25 10:45","173.22"
"2018-09-25 11:00","179.03"
"2018-09-25 11:15","178.92"
"2018-09-25 11:30","185.78"
"2018-09-25 11:45","179.94"
"2018-09-25 12:00","184.43"
"2018-09-25 12:15","188.18"
"2018-09-25 12:30","190.12"
"2018-09-25 12:45","185.47"
"2018-09-25 13:00","187.8"
"2018-09-25 13:15","179.69"
"2018-09-25 13:30","180.84"
"2018-09-25 13:45","174.39"
"2018-09-25 14:00","179.63"
"2018-09-25 14:15","173.61"
"2018-09-25 14:30","174.07"
"2018-09-25 14:45","171.4"
"2018-09-25 15:00","167.67"
"2018-09-25 15:15","163.79"
"2018-09-25 15:30","166.85"
"2018-09-25 15:45","164.14"
"2018-09-25 16:00","162.31"
"2018-09-25 16:15","163.68"
"2018-09-25 16:30","155.87"
"2018-09-25 16:45","151.04"
"2018-09-25 17:00","150.33"
"2018-09-25 17:15","148.69"
"2018-09-25 17:30","158.56"
"2018-09-25 17:45","163.41"
"2018-09-25 18:00","162.43"
"2018-09-25 18:15","173.98"
"2018-09-25 18:30","180.36"
"2018-09-25 18:45","180.15"
"2018-09-25 19:00","176.85"
"2018-09-25 19:15","175.25"
"2018-09-25 19:30","165.44"
"2018-09-25 19:45","164.21"
"2018-09-25 20:00","164.17"
"2018-09-25 20:15","163.15"
"2018-09-25 20:30","162.76"
"2018-09-25 20:45","160.66"
"2018-09-25 21:00","155.06"
"2018-09-25 21:15","149.2"
"2018-09-25 21:30","140.2"
"2018-09-25 21:45","133.47"
"2018-09-25 22:00","128.25"
"2018-09-25 22:15","110.49"
"2018-09-25 22:30","79.67"
"2018-09-25 22:45","78.67"
"2018-09-25 23:00","72.85"
"2018-09-25 23:15","62.16"
"2018-09-25 23:30","63.68"
"2018-09-25 23:45","59.92"
"2018-09-26 00:00","54.05"
"2018-09-26 00:15","64.39"
"2018-09-26 00:30","64.32"
"2018-09-26 00:45","58.6"
"2018-09-26 01:00","61.13"
"2018-09-26 01:15","65.34"
"2018-09-26 01:30","61.72"
"2018-09-26 01:45","62.78"
"2018-09-26 02:00","65.63"
"2018-09-26 02:15","63.51"
"2018-09-26 02:30","59.86"
"2018-09-26 02:45","65.17"
"2018-09-26 03:00","64.27"
"2018-09-26 03:15","61.72"
"2018-09-26 03:30","64.53"
"2018-09-26 03:45","59.3"
"2018-09-26 04:00","63.59"
"2018-09-26 04:15","61.55"
"2018-09-26 04:30","63.48"
"2018-09-26 04:45","77.48"
"2018-09-26 05:00","120.16"
"2018-09-26 05:15","130.41"
"2018-09-26 05:30","132.28"
"2018-09-26 05:45","131.57"
"2018-09-26 06:00","130.91"
"2018-09-26 06:15","141.17"
"2018-09-26 06:30","147.26"
"2018-09-26 06:45","157.14"
"2018-09-26 07:00","151.64"
"2018-09-26 07:15","158.23"
"2018-09-26 07:30","150.33"
"2018-09-26 07:45","157.57"
"2018-09-26 08:00","156.61"
"2018-09-26 08:15","163.84"
"2018-09-26 08:30","164.76"
"2018-09-26 08:45","165.68"
"2018-09-26 09:00","166.03"
"2018-09-26 09:15","160.21"
"2018-09-26 09:30","166.32"
"2018-09-26 09:45","166.21"
"2018-09-26 10:00","166.04"
"2018-09-26 10:15","164.38"
"2018-09-26 10:30","168.89"
"2018-09-26 10:45","172.55"
"2018-09-26 11:00","172.73"
"2018-09-26 11:15","170.1"
"2018-09-26 11:30","178.84"
"2018-09-26 11:45","180.05"
"2018-09-26 12:00","185.7"
"2018-09-26 12:15","184.46"
"2018-09-26 12:30","171.1"
"2018-09-26 12:45","177.57"
"2018-09-26 13:00","179.98"
"2018-09-26 13:15","180.29"
"2018-09-26 13:30","172.28"
"2018-09-26 13:45","174.3"
"2018-09-26 14:00","171.95"
"2018-09-26 14:15","170.77"
"2018-09-26 14:30","173.91"
"2018-09-26 14:45","172.39"
"2018-09-26 15:00","183.44"
"2018-09-26 15:15","178.08"
"2018-09-26 15:30","176.73"
"2018-09-26 15:45","177.91"
"2018-09-26 16:00","171.98"
"2018-09-26 16:15","168.72"
"2018-09-26 16:30","177.87"
"2018-09-26 16:45","175.56"
"2018-09-26 17:00","177.13"
"2018-09-26 17:15","183.87"
"2018-09-26 17:30","179.19"
"2018-09-26 17:45","170.13"
"2018-09-26 18:00","178.96"
"2018-09-26 18:15","172.22"
"2018-09-26 18:30","175.45"
"2018-09-26 18:45","177.93"
"2018-09-26 19:00","170.93"
"2018-09-26 19:15","171.24"
"2018-09-26 19:30","168.28"
"2018-09-26 19:45","168.92"
"2018-09-26 20:00","161.66"
"2018-09-26 20:15","160.12"
"2018-09-26 20:30","161.32"
"2018-09-26 20:45","153.42"
