"Time stamp","EGADE Campus Santa Fe  - Total  (kW)"
"2018-09-01 00:00","4.19"
"2018-09-01 00:15","2.24"
"2018-09-01 00:30","2.37"
"2018-09-01 00:45","5.82"
"2018-09-01 01:00","7.35"
"2018-09-01 01:15","3.07"
"2018-09-01 01:30","2.22"
"2018-09-01 01:45","2.23"
"2018-09-01 02:00","3.87"
"2018-09-01 02:15","4.65"
"2018-09-01 02:30","2.28"
"2018-09-01 02:45","2.24"
"2018-09-01 03:00","2.24"
"2018-09-01 03:15","2.23"
"2018-09-01 03:30","3.78"
"2018-09-01 03:45","3.68"
"2018-09-01 04:00","3.04"
"2018-09-01 04:15","2.24"
"2018-09-01 04:30","2.24"
"2018-09-01 04:45","2.24"
"2018-09-01 05:00","3.53"
"2018-09-01 05:15","3.22"
"2018-09-01 05:30","2.25"
"2018-09-01 05:45","2.25"
"2018-09-01 06:00","2.24"
"2018-09-01 06:15","2.25"
"2018-09-01 06:30","2.25"
"2018-09-01 06:45","3.13"
"2018-09-01 07:00","4.96"
"2018-09-01 07:15","2.24"
"2018-09-01 07:30","2.23"
"2018-09-01 07:45","2.24"
"2018-09-01 08:00","2.23"
"2018-09-01 08:15","3.53"
"2018-09-01 08:30","5.19"
"2018-09-01 08:45","8.42"
"2018-09-01 09:00","3.34"
"2018-09-01 09:15","3.66"
"2018-09-01 09:30","11.59"
"2018-09-01 09:45","16.04"
"2018-09-01 10:00","14.13"
"2018-09-01 10:15","14.33"
"2018-09-01 10:30","14.39"
"2018-09-01 10:45","12.43"
"2018-09-01 11:00","10.3"
"2018-09-01 11:15","11.43"
"2018-09-01 11:30","17.39"
"2018-09-01 11:45","16.71"
"2018-09-01 12:00","14.27"
"2018-09-01 12:15","12.59"
"2018-09-01 12:30","17.06"
"2018-09-01 12:45","15.1"
"2018-09-01 13:00","13.31"
"2018-09-01 13:15","14.16"
"2018-09-01 13:30","14.44"
"2018-09-01 13:45","20.19"
"2018-09-01 14:00","20.7"
"2018-09-01 14:15","20.05"
"2018-09-01 14:30","13.78"
"2018-09-01 14:45","21.72"
"2018-09-01 15:00","10.8"
"2018-09-01 15:15","14.7"
"2018-09-01 15:30","15.82"
"2018-09-01 15:45","12.35"
"2018-09-01 16:00","16.18"
"2018-09-01 16:15","15.07"
"2018-09-01 16:30","15.65"
"2018-09-01 16:45","15.12"
"2018-09-01 17:00","12.67"
"2018-09-01 17:15","14.97"
"2018-09-01 17:30","14.11"
"2018-09-01 17:45","10.38"
"2018-09-01 18:00","9.47"
"2018-09-01 18:15","7.44"
"2018-09-01 18:30","9.63"
"2018-09-01 18:45","9.78"
"2018-09-01 19:00","12.45"
"2018-09-01 19:15","9.43"
"2018-09-01 19:30","5.61"
"2018-09-01 19:45","5.28"
"2018-09-01 20:00","5.28"
"2018-09-01 20:15","4.99"
"2018-09-01 20:30","4.96"
"2018-09-01 20:45","4.96"
"2018-09-01 21:00","5.0"
"2018-09-01 21:15","8.28"
"2018-09-01 21:30","9.09"
"2018-09-01 21:45","9.35"
"2018-09-01 22:00","8.83"
"2018-09-01 22:15","4.25"
"2018-09-01 22:30","4.12"
"2018-09-01 22:45","9.62"
"2018-09-01 23:00","7.86"
"2018-09-01 23:15","5.73"
"2018-09-01 23:30","2.47"
"2018-09-01 23:45","5.89"
"2018-09-02 00:00","8.41"
"2018-09-02 00:15","6.15"
"2018-09-02 00:30","3.18"
"2018-09-02 00:45","4.03"
"2018-09-02 01:00","5.37"
"2018-09-02 01:15","4.71"
"2018-09-02 01:30","2.65"
"2018-09-02 01:45","4.59"
"2018-09-02 02:00","5.1"
"2018-09-02 02:15","4.69"
"2018-09-02 02:30","2.31"
"2018-09-02 02:45","4.96"
"2018-09-02 03:00","5.15"
"2018-09-02 03:15","3.92"
"2018-09-02 03:30","2.65"
"2018-09-02 03:45","5.28"
"2018-09-02 04:00","4.93"
"2018-09-02 04:15","3.38"
"2018-09-02 04:30","2.66"
"2018-09-02 04:45","5.56"
"2018-09-02 05:00","5.2"
"2018-09-02 05:15","3.53"
"2018-09-02 05:30","2.23"
"2018-09-02 05:45","4.46"
"2018-09-02 06:00","5.15"
"2018-09-02 06:15","4.75"
"2018-09-02 06:30","2.34"
"2018-09-02 06:45","2.47"
"2018-09-02 07:00","5.37"
"2018-09-02 07:15","5.7"
"2018-09-02 07:30","4.42"
"2018-09-02 07:45","2.23"
"2018-09-02 08:00","2.23"
"2018-09-02 08:15","4.49"
"2018-09-02 08:30","5.06"
"2018-09-02 08:45","5.32"
"2018-09-02 09:00","2.48"
"2018-09-02 09:15","4.29"
"2018-09-02 09:30","10.03"
"2018-09-02 09:45","6.38"
"2018-09-02 10:00","5.28"
"2018-09-02 10:15","5.34"
"2018-09-02 10:30","5.58"
"2018-09-02 10:45","6.05"
"2018-09-02 11:00","6.02"
"2018-09-02 11:15","7.68"
"2018-09-02 11:30","7.82"
"2018-09-02 11:45","7.95"
"2018-09-02 12:00","9.79"
"2018-09-02 12:15","10.1"
"2018-09-02 12:30","8.94"
"2018-09-02 12:45","8.42"
"2018-09-02 13:00","6.87"
"2018-09-02 13:15","11.59"
"2018-09-02 13:30","8.67"
"2018-09-02 13:45","11.43"
"2018-09-02 14:00","7.44"
"2018-09-02 14:15","7.27"
"2018-09-02 14:30","6.89"
"2018-09-02 14:45","8.18"
"2018-09-02 15:00","7.96"
"2018-09-02 15:15","8.64"
"2018-09-02 15:30","6.64"
"2018-09-02 15:45","9.68"
"2018-09-02 16:00","8.36"
"2018-09-02 16:15","9.89"
"2018-09-02 16:30","6.47"
"2018-09-02 16:45","11.0"
"2018-09-02 17:00","10.08"
"2018-09-02 17:15","9.43"
"2018-09-02 17:30","7.53"
"2018-09-02 17:45","9.38"
"2018-09-02 18:00","5.79"
"2018-09-02 18:15","5.79"
"2018-09-02 18:30","5.66"
"2018-09-02 18:45","5.18"
"2018-09-02 19:00","4.91"
"2018-09-02 19:15","4.94"
"2018-09-02 19:30","4.94"
"2018-09-02 19:45","4.96"
"2018-09-02 20:00","5.7"
"2018-09-02 20:15","9.41"
"2018-09-02 20:30","6.89"
"2018-09-02 20:45","5.49"
"2018-09-02 21:00","4.72"
"2018-09-02 21:15","3.05"
"2018-09-02 21:30","3.87"
"2018-09-02 21:45","6.97"
"2018-09-02 22:00","5.75"
"2018-09-02 22:15","5.6"
"2018-09-02 22:30","3.02"
"2018-09-02 22:45","4.1"
"2018-09-02 23:00","4.88"
"2018-09-02 23:15","4.66"
"2018-09-02 23:30","2.32"
"2018-09-02 23:45","4.97"
"2018-09-03 00:00","4.76"
"2018-09-03 00:15","4.11"
"2018-09-03 00:30","2.48"
"2018-09-03 00:45","5.11"
"2018-09-03 01:00","4.94"
"2018-09-03 01:15","3.7"
"2018-09-03 01:30","2.66"
"2018-09-03 01:45","5.47"
"2018-09-03 02:00","4.75"
"2018-09-03 02:15","3.4"
"2018-09-03 02:30","2.43"
"2018-09-03 02:45","4.92"
"2018-09-03 03:00","5.1"
"2018-09-03 03:15","3.97"
"2018-09-03 03:30","2.23"
"2018-09-03 03:45","4.16"
"2018-09-03 04:00","5.46"
"2018-09-03 04:15","4.72"
"2018-09-03 04:30","2.25"
"2018-09-03 04:45","2.31"
"2018-09-03 05:00","5.13"
"2018-09-03 05:15","5.15"
"2018-09-03 05:30","4.46"
"2018-09-03 05:45","2.21"
"2018-09-03 06:00","2.22"
"2018-09-03 06:15","3.14"
"2018-09-03 06:30","3.76"
"2018-09-03 06:45","2.23"
"2018-09-03 07:00","3.19"
"2018-09-03 07:15","5.52"
"2018-09-03 07:30","5.08"
"2018-09-03 07:45","2.81"
"2018-09-03 08:00","4.11"
"2018-09-03 08:15","5.94"
"2018-09-03 08:30","6.07"
"2018-09-03 08:45","9.0"
"2018-09-03 09:00","20.55"
"2018-09-03 09:15","23.19"
"2018-09-03 09:30","20.73"
"2018-09-03 09:45","26.7"
"2018-09-03 10:00","22.33"
"2018-09-03 10:15","25.03"
"2018-09-03 10:30","23.1"
"2018-09-03 10:45","23.26"
"2018-09-03 11:00","25.37"
"2018-09-03 11:15","20.52"
"2018-09-03 11:30","19.52"
"2018-09-03 11:45","26.36"
"2018-09-03 12:00","23.91"
"2018-09-03 12:15","23.5"
"2018-09-03 12:30","26.32"
"2018-09-03 12:45","25.16"
"2018-09-03 13:00","31.63"
"2018-09-03 13:15","30.96"
"2018-09-03 13:30","31.62"
"2018-09-03 13:45","26.96"
"2018-09-03 14:00","29.37"
"2018-09-03 14:15","23.7"
"2018-09-03 14:30","27.23"
"2018-09-03 14:45","28.07"
"2018-09-03 15:00","24.89"
"2018-09-03 15:15","33.84"
"2018-09-03 15:30","30.16"
"2018-09-03 15:45","27.9"
"2018-09-03 16:00","25.24"
"2018-09-03 16:15","25.45"
"2018-09-03 16:30","28.08"
"2018-09-03 16:45","23.85"
"2018-09-03 17:00","20.72"
"2018-09-03 17:15","18.26"
"2018-09-03 17:30","20.79"
"2018-09-03 17:45","20.2"
"2018-09-03 18:00","14.28"
"2018-09-03 18:15","13.55"
"2018-09-03 18:30","13.92"
"2018-09-03 18:45","14.83"
"2018-09-03 19:00","12.32"
"2018-09-03 19:15","12.72"
"2018-09-03 19:30","15.27"
"2018-09-03 19:45","11.04"
"2018-09-03 20:00","14.19"
"2018-09-03 20:15","10.27"
"2018-09-03 20:30","7.64"
"2018-09-03 20:45","5.76"
"2018-09-03 21:00","5.79"
"2018-09-03 21:15","9.41"
"2018-09-03 21:30","12.02"
"2018-09-03 21:45","13.17"
"2018-09-03 22:00","8.71"
"2018-09-03 22:15","4.42"
"2018-09-03 22:30","3.87"
"2018-09-03 22:45","5.56"
"2018-09-03 23:00","7.83"
"2018-09-03 23:15","4.13"
"2018-09-03 23:30","3.52"
"2018-09-03 23:45","5.3"
"2018-09-04 00:00","5.82"
"2018-09-04 00:15","7.57"
"2018-09-04 00:30","4.67"
"2018-09-04 00:45","5.41"
"2018-09-04 01:00","8.72"
"2018-09-04 01:15","5.49"
"2018-09-04 01:30","4.86"
"2018-09-04 01:45","2.77"
"2018-09-04 02:00","4.55"
"2018-09-04 02:15","5.16"
"2018-09-04 02:30","5.13"
"2018-09-04 02:45","2.33"
"2018-09-04 03:00","4.65"
"2018-09-04 03:15","5.19"
"2018-09-04 03:30","4.23"
"2018-09-04 03:45","2.66"
"2018-09-04 04:00","5.2"
"2018-09-04 04:15","5.07"
"2018-09-04 04:30","3.54"
"2018-09-04 04:45","3.11"
"2018-09-04 05:00","5.27"
"2018-09-04 05:15","4.92"
"2018-09-04 05:30","3.15"
"2018-09-04 05:45","2.78"
"2018-09-04 06:00","5.49"
"2018-09-04 06:15","5.02"
"2018-09-04 06:30","5.07"
"2018-09-04 06:45","5.81"
"2018-09-04 07:00","8.42"
"2018-09-04 07:15","9.35"
"2018-09-04 07:30","11.44"
"2018-09-04 07:45","9.47"
"2018-09-04 08:00","5.95"
"2018-09-04 08:15","8.56"
"2018-09-04 08:30","10.2"
"2018-09-04 08:45","15.04"
"2018-09-04 09:00","16.42"
"2018-09-04 09:15","13.42"
"2018-09-04 09:30","13.39"
"2018-09-04 09:45","18.74"
"2018-09-04 10:00","29.32"
"2018-09-04 10:15","23.7"
"2018-09-04 10:30","27.83"
"2018-09-04 10:45","27.03"
"2018-09-04 11:00","28.78"
"2018-09-04 11:15","23.31"
"2018-09-04 11:30","32.1"
"2018-09-04 11:45","37.46"
"2018-09-04 12:00","36.72"
"2018-09-04 12:15","44.2"
"2018-09-04 12:30","38.44"
"2018-09-04 12:45","36.59"
"2018-09-04 13:00","36.18"
"2018-09-04 13:15","41.08"
"2018-09-04 13:30","34.14"
"2018-09-04 13:45","36.71"
"2018-09-04 14:00","35.92"
"2018-09-04 14:15","42.61"
"2018-09-04 14:30","37.59"
"2018-09-04 14:45","39.56"
"2018-09-04 15:00","34.2"
"2018-09-04 15:15","33.33"
"2018-09-04 15:30","34.48"
"2018-09-04 15:45","36.06"
"2018-09-04 16:00","36.36"
"2018-09-04 16:15","44.06"
"2018-09-04 16:30","34.26"
"2018-09-04 16:45","36.28"
"2018-09-04 17:00","29.61"
"2018-09-04 17:15","24.32"
"2018-09-04 17:30","22.04"
"2018-09-04 17:45","17.12"
"2018-09-04 18:00","12.82"
"2018-09-04 18:15","8.73"
"2018-09-04 18:30","14.15"
"2018-09-04 18:45","15.03"
"2018-09-04 19:00","17.37"
"2018-09-04 19:15","15.5"
"2018-09-04 19:30","11.26"
"2018-09-04 19:45","12.24"
"2018-09-04 20:00","9.78"
"2018-09-04 20:15","9.41"
"2018-09-04 20:30","7.58"
"2018-09-04 20:45","8.0"
"2018-09-04 21:00","6.73"
"2018-09-04 21:15","7.29"
"2018-09-04 21:30","3.39"
"2018-09-04 21:45","4.88"
"2018-09-04 22:00","6.37"
"2018-09-04 22:15","7.43"
"2018-09-04 22:30","7.96"
"2018-09-04 22:45","5.55"
"2018-09-04 23:00","2.5"
"2018-09-04 23:15","3.98"
"2018-09-04 23:30","2.47"
"2018-09-04 23:45","3.81"
"2018-09-05 00:00","2.29"
"2018-09-05 00:15","4.61"
"2018-09-05 00:30","2.25"
"2018-09-05 00:45","2.25"
"2018-09-05 01:00","4.19"
"2018-09-05 01:15","2.25"
"2018-09-05 01:30","2.24"
"2018-09-05 01:45","2.42"
"2018-09-05 02:00","4.1"
"2018-09-05 02:15","2.26"
"2018-09-05 02:30","2.25"
"2018-09-05 02:45","2.24"
"2018-09-05 03:00","2.32"
"2018-09-05 03:15","4.94"
"2018-09-05 03:30","2.24"
"2018-09-05 03:45","2.24"
"2018-09-05 04:00","2.24"
"2018-09-05 04:15","2.24"
"2018-09-05 04:30","2.25"
"2018-09-05 04:45","2.25"
"2018-09-05 05:00","2.24"
"2018-09-05 05:15","2.7"
"2018-09-05 05:30","4.06"
"2018-09-05 05:45","2.23"
"2018-09-05 06:00","2.23"
"2018-09-05 06:15","2.23"
"2018-09-05 06:30","2.25"
"2018-09-05 06:45","3.33"
"2018-09-05 07:00","5.47"
"2018-09-05 07:15","5.46"
"2018-09-05 07:30","5.46"
"2018-09-05 07:45","5.67"
"2018-09-05 08:00","8.68"
"2018-09-05 08:15","10.75"
"2018-09-05 08:30","11.76"
"2018-09-05 08:45","14.6"
"2018-09-05 09:00","8.66"
"2018-09-05 09:15","9.11"
"2018-09-05 09:30","11.32"
"2018-09-05 09:45","6.81"
"2018-09-05 10:00","12.9"
"2018-09-05 10:15","10.92"
"2018-09-05 10:30","12.54"
"2018-09-05 10:45","11.74"
"2018-09-05 11:00","9.28"
"2018-09-05 11:15","12.44"
"2018-09-05 11:30","11.5"
"2018-09-05 11:45","11.86"
"2018-09-05 12:00","10.82"
"2018-09-05 12:15","15.24"
"2018-09-05 12:30","27.2"
"2018-09-05 12:45","37.15"
"2018-09-05 13:00","27.94"
"2018-09-05 13:15","29.71"
"2018-09-05 13:30","24.44"
"2018-09-05 13:45","35.41"
"2018-09-05 14:00","28.75"
"2018-09-05 14:15","36.44"
"2018-09-05 14:30","32.34"
"2018-09-05 14:45","36.87"
"2018-09-05 15:00","35.77"
"2018-09-05 15:15","33.86"
"2018-09-05 15:30","32.21"
"2018-09-05 15:45","33.22"
"2018-09-05 16:00","29.43"
"2018-09-05 16:15","27.61"
"2018-09-05 16:30","24.04"
"2018-09-05 16:45","22.29"
"2018-09-05 17:00","24.66"
"2018-09-05 17:15","27.99"
"2018-09-05 17:30","18.76"
"2018-09-05 17:45","14.95"
"2018-09-05 18:00","11.09"
"2018-09-05 18:15","24.51"
"2018-09-05 18:30","24.7"
"2018-09-05 18:45","26.42"
"2018-09-05 19:00","20.01"
"2018-09-05 19:15","14.8"
"2018-09-05 19:30","25.22"
"2018-09-05 19:45","15.3"
"2018-09-05 20:00","18.81"
"2018-09-05 20:15","20.13"
"2018-09-05 20:30","20.27"
"2018-09-05 20:45","17.64"
"2018-09-05 21:00","10.72"
"2018-09-05 21:15","16.05"
"2018-09-05 21:30","20.33"
"2018-09-05 21:45","15.81"
"2018-09-05 22:00","17.99"
"2018-09-05 22:15","12.61"
"2018-09-05 22:30","11.36"
"2018-09-05 22:45","16.78"
"2018-09-05 23:00","16.31"
"2018-09-05 23:15","11.41"
"2018-09-05 23:30","12.86"
"2018-09-05 23:45","11.3"
"2018-09-06 00:00","18.31"
"2018-09-06 00:15","11.41"
"2018-09-06 00:30","6.19"
"2018-09-06 00:45","9.79"
"2018-09-06 01:00","14.73"
"2018-09-06 01:15","9.96"
"2018-09-06 01:30","8.04"
"2018-09-06 01:45","11.91"
"2018-09-06 02:00","10.72"
"2018-09-06 02:15","6.27"
"2018-09-06 02:30","11.9"
"2018-09-06 02:45","11.48"
"2018-09-06 03:00","7.48"
"2018-09-06 03:15","9.61"
"2018-09-06 03:30","11.65"
"2018-09-06 03:45","9.75"
"2018-09-06 04:00","6.0"
"2018-09-06 04:15","9.37"
"2018-09-06 04:30","12.32"
"2018-09-06 04:45","9.85"
"2018-09-06 05:00","9.13"
"2018-09-06 05:15","13.46"
"2018-09-06 05:30","11.99"
"2018-09-06 05:45","10.26"
"2018-09-06 06:00","9.78"
"2018-09-06 06:15","13.34"
"2018-09-06 06:30","10.98"
"2018-09-06 06:45","10.8"
"2018-09-06 07:00","20.3"
"2018-09-06 07:15","19.1"
"2018-09-06 07:30","13.91"
"2018-09-06 07:45","20.77"
"2018-09-06 08:00","21.48"
"2018-09-06 08:15","15.49"
"2018-09-06 08:30","16.43"
"2018-09-06 08:45","17.38"
"2018-09-06 09:00","24.62"
"2018-09-06 09:15","22.35"
"2018-09-06 09:30","27.06"
"2018-09-06 09:45","19.33"
"2018-09-06 10:00","16.76"
"2018-09-06 10:15","21.74"
"2018-09-06 10:30","24.03"
"2018-09-06 10:45","25.33"
"2018-09-06 11:00","20.86"
"2018-09-06 11:15","106.61"
"2018-09-06 11:30","170.15"
"2018-09-06 11:45","182.77"
"2018-09-06 12:00","183.78"
"2018-09-06 12:15","177.41"
"2018-09-06 12:30","181.78"
"2018-09-06 12:45","180.38"
"2018-09-06 13:00","175.51"
"2018-09-06 13:15","183.31"
"2018-09-06 13:30","178.65"
"2018-09-06 13:45","184.12"
"2018-09-06 14:00","184.98"
"2018-09-06 14:15","185.48"
"2018-09-06 14:30","175.69"
"2018-09-06 14:45","181.81"
"2018-09-06 15:00","180.35"
"2018-09-06 15:15","177.29"
"2018-09-06 15:30","182.08"
"2018-09-06 15:45","182.63"
"2018-09-06 16:00","179.0"
"2018-09-06 16:15","173.97"
"2018-09-06 16:30","176.04"
"2018-09-06 16:45","171.84"
"2018-09-06 17:00","169.71"
"2018-09-06 17:15","169.98"
"2018-09-06 17:30","166.22"
"2018-09-06 17:45","165.86"
"2018-09-06 18:00","176.65"
"2018-09-06 18:15","173.69"
"2018-09-06 18:30","171.68"
"2018-09-06 18:45","166.45"
"2018-09-06 19:00","160.25"
"2018-09-06 19:15","156.23"
"2018-09-06 19:30","158.36"
"2018-09-06 19:45","143.15"
"2018-09-06 20:00","147.14"
"2018-09-06 20:15","140.91"
"2018-09-06 20:30","135.31"
"2018-09-06 20:45","123.98"
"2018-09-06 21:00","130.49"
"2018-09-06 21:15","129.92"
"2018-09-06 21:30","123.9"
"2018-09-06 21:45","116.59"
"2018-09-06 22:00","77.65"
"2018-09-06 22:15","75.32"
"2018-09-06 22:30","67.23"
"2018-09-06 22:45","58.36"
"2018-09-06 23:00","49.38"
"2018-09-06 23:15","46.9"
"2018-09-06 23:30","52.88"
"2018-09-06 23:45","48.67"
"2018-09-07 00:00","49.49"
"2018-09-07 00:15","45.3"
"2018-09-07 00:30","47.84"
"2018-09-07 00:45","44.56"
"2018-09-07 01:00","50.95"
"2018-09-07 01:15","45.79"
"2018-09-07 01:30","44.96"
"2018-09-07 01:45","50.5"
"2018-09-07 02:00","43.72"
"2018-09-07 02:15","42.42"
"2018-09-07 02:30","47.63"
"2018-09-07 02:45","45.53"
"2018-09-07 03:00","51.56"
"2018-09-07 03:15","49.67"
"2018-09-07 03:30","45.54"
"2018-09-07 03:45","44.63"
"2018-09-07 04:00","44.16"
"2018-09-07 04:15","43.64"
"2018-09-07 04:30","45.54"
"2018-09-07 04:45","50.12"
"2018-09-07 05:00","84.38"
"2018-09-07 05:15","113.25"
"2018-09-07 05:30","113.96"
"2018-09-07 05:45","118.85"
"2018-09-07 06:00","129.96"
"2018-09-07 06:15","129.0"
"2018-09-07 06:30","141.51"
"2018-09-07 06:45","151.2"
"2018-09-07 07:00","154.03"
"2018-09-07 07:15","159.76"
"2018-09-07 07:30","154.62"
"2018-09-07 07:45","156.14"
"2018-09-07 08:00","166.68"
"2018-09-07 08:15","167.99"
"2018-09-07 08:30","164.84"
"2018-09-07 08:45","165.26"
"2018-09-07 09:00","169.64"
"2018-09-07 09:15","174.55"
"2018-09-07 09:30","169.29"
"2018-09-07 09:45","165.12"
"2018-09-07 10:00","159.82"
"2018-09-07 10:15","162.41"
"2018-09-07 10:30","172.63"
"2018-09-07 10:45","170.46"
"2018-09-07 11:00","175.82"
"2018-09-07 11:15","169.47"
"2018-09-07 11:30","174.02"
"2018-09-07 11:45","176.45"
"2018-09-07 12:00","175.54"
"2018-09-07 12:15","171.09"
"2018-09-07 12:30","175.52"
"2018-09-07 12:45","173.44"
"2018-09-07 13:00","172.09"
"2018-09-07 13:15","173.93"
"2018-09-07 13:30","172.64"
"2018-09-07 13:45","175.09"
"2018-09-07 14:00","172.47"
"2018-09-07 14:15","173.7"
"2018-09-07 14:30","170.16"
"2018-09-07 14:45","175.5"
"2018-09-07 15:00","166.42"
"2018-09-07 15:15","167.0"
"2018-09-07 15:30","169.16"
"2018-09-07 15:45","165.75"
"2018-09-07 16:00","166.68"
"2018-09-07 16:15","161.23"
"2018-09-07 16:30","164.22"
"2018-09-07 16:45","162.24"
"2018-09-07 17:00","157.3"
"2018-09-07 17:15","159.6"
"2018-09-07 17:30","163.21"
"2018-09-07 17:45","155.82"
"2018-09-07 18:00","152.5"
"2018-09-07 18:15","158.29"
"2018-09-07 18:30","158.46"
"2018-09-07 18:45","154.82"
"2018-09-07 19:00","154.75"
"2018-09-07 19:15","155.63"
"2018-09-07 19:30","142.73"
"2018-09-07 19:45","142.81"
"2018-09-07 20:00","138.02"
"2018-09-07 20:15","138.13"
"2018-09-07 20:30","130.96"
"2018-09-07 20:45","120.58"
"2018-09-07 21:00","117.96"
"2018-09-07 21:15","111.77"
"2018-09-07 21:30","113.16"
"2018-09-07 21:45","108.89"
"2018-09-07 22:00","94.89"
"2018-09-07 22:15","72.58"
"2018-09-07 22:30","64.66"
"2018-09-07 22:45","59.4"
"2018-09-07 23:00","56.12"
"2018-09-07 23:15","53.63"
"2018-09-07 23:30","53.48"
"2018-09-07 23:45","52.38"
"2018-09-08 00:00","57.35"
"2018-09-08 00:15","55.68"
"2018-09-08 00:30","55.26"
"2018-09-08 00:45","56.11"
"2018-09-08 01:00","57.15"
"2018-09-08 01:15","59.21"
"2018-09-08 01:30","54.53"
"2018-09-08 01:45","56.18"
"2018-09-08 02:00","56.25"
"2018-09-08 02:15","55.21"
"2018-09-08 02:30","54.97"
"2018-09-08 02:45","56.74"
"2018-09-08 03:00","55.67"
"2018-09-08 03:15","56.28"
"2018-09-08 03:30","55.21"
"2018-09-08 03:45","57.05"
"2018-09-08 04:00","57.15"
"2018-09-08 04:15","55.38"
"2018-09-08 04:30","57.0"
"2018-09-08 04:45","65.54"
"2018-09-08 05:00","108.18"
"2018-09-08 05:15","114.91"
"2018-09-08 05:30","114.84"
"2018-09-08 05:45","116.69"
"2018-09-08 06:00","114.03"
"2018-09-08 06:15","120.21"
"2018-09-08 06:30","125.27"
"2018-09-08 06:45","126.21"
"2018-09-08 07:00","125.33"
"2018-09-08 07:15","124.73"
"2018-09-08 07:30","121.3"
"2018-09-08 07:45","124.97"
"2018-09-08 08:00","129.5"
"2018-09-08 08:15","131.38"
"2018-09-08 08:30","131.13"
"2018-09-08 08:45","135.78"
"2018-09-08 09:00","143.14"
"2018-09-08 09:15","143.59"
"2018-09-08 09:30","143.14"
"2018-09-08 09:45","142.34"
"2018-09-08 10:00","137.61"
"2018-09-08 10:15","136.58"
"2018-09-08 10:30","138.14"
"2018-09-08 10:45","142.27"
"2018-09-08 11:00","141.75"
"2018-09-08 11:15","150.53"
"2018-09-08 11:30","134.57"
"2018-09-08 11:45","142.5"
"2018-09-08 12:00","143.8"
"2018-09-08 12:15","143.45"
"2018-09-08 12:30","138.39"
"2018-09-08 12:45","135.17"
"2018-09-08 13:00","129.81"
"2018-09-08 13:15","122.7"
"2018-09-08 13:30","118.79"
"2018-09-08 13:45","112.56"
"2018-09-08 14:00","113.16"
"2018-09-08 14:15","109.35"
"2018-09-08 14:30","112.04"
"2018-09-08 14:45","112.62"
"2018-09-08 15:00","109.57"
"2018-09-08 15:15","111.5"
"2018-09-08 15:30","112.07"
"2018-09-08 15:45","109.54"
"2018-09-08 16:00","105.57"
"2018-09-08 16:15","91.44"
"2018-09-08 16:30","95.57"
"2018-09-08 16:45","87.17"
"2018-09-08 17:00","88.07"
"2018-09-08 17:15","85.25"
"2018-09-08 17:30","83.35"
"2018-09-08 17:45","80.76"
"2018-09-08 18:00","80.93"
"2018-09-08 18:15","78.32"
"2018-09-08 18:30","85.63"
"2018-09-08 18:45","81.8"
"2018-09-08 19:00","80.05"
"2018-09-08 19:15","78.81"
"2018-09-08 19:30","79.08"
"2018-09-08 19:45","76.36"
"2018-09-08 20:00","76.27"
"2018-09-08 20:15","63.09"
"2018-09-08 20:30","51.18"
"2018-09-08 20:45","49.73"
"2018-09-08 21:00","46.83"
"2018-09-08 21:15","43.29"
"2018-09-08 21:30","43.01"
"2018-09-08 21:45","42.12"
"2018-09-08 22:00","43.73"
"2018-09-08 22:15","43.68"
"2018-09-08 22:30","42.12"
"2018-09-08 22:45","42.02"
"2018-09-08 23:00","41.73"
"2018-09-08 23:15","42.95"
"2018-09-08 23:30","42.08"
"2018-09-08 23:45","41.32"
"2018-09-09 00:00","43.32"
"2018-09-09 00:15","42.83"
"2018-09-09 00:30","43.49"
"2018-09-09 00:45","40.68"
"2018-09-09 01:00","40.23"
"2018-09-09 01:15","39.57"
"2018-09-09 01:30","40.92"
"2018-09-09 01:45","39.68"
"2018-09-09 02:00","39.11"
"2018-09-09 02:15","39.74"
"2018-09-09 02:30","39.62"
"2018-09-09 02:45","40.57"
"2018-09-09 03:00","39.49"
"2018-09-09 03:15","40.21"
"2018-09-09 03:30","40.0"
"2018-09-09 03:45","38.75"
"2018-09-09 04:00","39.79"
"2018-09-09 04:15","40.51"
"2018-09-09 04:30","39.63"
"2018-09-09 04:45","40.03"
"2018-09-09 05:00","40.39"
"2018-09-09 05:15","40.59"
"2018-09-09 05:30","39.85"
"2018-09-09 05:45","39.33"
"2018-09-09 06:00","40.31"
"2018-09-09 06:15","40.17"
"2018-09-09 06:30","40.34"
"2018-09-09 06:45","39.55"
"2018-09-09 07:00","40.04"
"2018-09-09 07:15","38.51"
"2018-09-09 07:30","36.61"
"2018-09-09 07:45","36.95"
"2018-09-09 08:00","36.74"
"2018-09-09 08:15","36.02"
"2018-09-09 08:30","36.11"
"2018-09-09 08:45","36.82"
"2018-09-09 09:00","38.31"
"2018-09-09 09:15","40.18"
"2018-09-09 09:30","38.42"
"2018-09-09 09:45","37.45"
"2018-09-09 10:00","36.83"
"2018-09-09 10:15","42.8"
"2018-09-09 10:30","42.04"
"2018-09-09 10:45","45.91"
"2018-09-09 11:00","44.52"
"2018-09-09 11:15","46.29"
"2018-09-09 11:30","50.37"
"2018-09-09 11:45","43.2"
"2018-09-09 12:00","44.3"
"2018-09-09 12:15","43.92"
"2018-09-09 12:30","48.72"
"2018-09-09 12:45","43.67"
"2018-09-09 13:00","47.1"
